Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal,Battery Voltage [V],Battery Current [A],Battery Temperature [�C]
625.4,46.52,558.96,41.48,17,0.16,,386.8,-22.73,22
625.5,46.55,558.96,41.48,17,0.02,,386.8,-22.91,22
625.6,46.6,558.96,41.62,14.9,0.2,,386.8,-22.96,22
625.7,46.62,558.97,41.18,17,0.26,,386.81,-22.77,22
625.8,46.54,558.97,41.14,15.5,0.15,,386.86,-21.37,22
625.9,46.63,558.97,40.68,14,0.19,,386.92,-20.06,22
626,46.72,558.97,39.01,13.1,0.1,,387.02,-19.21,22
626.1,46.7,558.97,35.94,12.5,-0.01,,387.11,-18.33,22
626.2,46.72,558.98,31.62,11.9,-0.02,,387.16,-17.33,22
626.3,46.64,558.98,30.18,9.69,-0.03,,387.23,-16.12,22
626.4,46.69,558.98,29.47,8.31,-0.04,,387.43,-13.87,22
626.5,46.67,558.98,27.09,5.19,-0.09,,387.63,-11.71,22
626.6,46.56,558.99,25.18,5,-0.14,,387.78,-9.96,22
626.7,46.55,558.99,24.87,2.5,-0.06,,387.96,-7.72,22
626.8,46.51,558.99,23.74,-0.38,-0.07,,388.31,-3.07,22
626.9,46.36,558.99,21.36,-7.19,-0.25,,388.62,1.01,22
627,46.25,559,19.21,-8.31,-0.24,,388.72,2.26,22
627.1,46.14,559,16.06,-9.09,-0.25,,388.89,4.47,22
627.2,46,559,9.47,-14.6,-0.44,,389.44,11.47,22
627.3,45.74,559,0.43,-23.87,-0.69,,390.08,19.56,22
627.4,45.44,559.01,0,-38.07,-0.97,,391.13,33.07,22
627.5,44.98,559.01,0,-54.47,-1.25,,392.16,46.17,22
627.6,44.43,559.01,0,-69.67,-1.46,,393.11,57.27,22
627.7,43.87,559.01,0,-83.87,-1.69,,393.89,66.22,22
627.8,43.22,559.01,0,-87,-1.74,,393.84,64.57,22
627.9,42.62,559.02,0,-83.91,-1.59,,393.78,62.94,22
628,41.9,559.02,0,-84.1,-1.62,,393.68,61.39,22
628.1,41.19,559.02,0,-83.41,-1.61,,393.57,59.51,22
628.2,40.48,559.02,5.15,-83.5,-1.68,,393.37,56.01,22
628.3,39.92,559.03,10.98,-77.53,-1.71,,393.07,51.45,22
628.4,39.51,559.03,14.03,-66.52,-1.36,,392.32,41.6,22
628.5,39.09,559.03,14.18,-51.91,-1.18,,391.62,32.29,22
628.6,38.73,559.03,14.85,-40.83,-0.97,,391.12,25.64,22
628.7,38.32,559.04,16.08,-34.41,-0.74,,390.66,19.62,22
628.8,38.04,559.04,18.23,-33.81,-0.7,,390.41,16.77,22
628.9,37.8,559.04,18.7,-27,-0.59,,390.18,14.22,22
629,37.53,559.04,18.53,-24.5,-0.6,,390.08,13.17,22
629.1,37.24,559.04,19.03,-24.09,-0.66,,389.98,12.01,22
629.2,37.05,559.05,21.11,-25.5,-0.51,,389.88,10.26,22
629.3,36.91,559.05,22.4,-21.03,-0.4,,389.77,8.58,22
629.4,36.61,559.05,22.08,-17.21,-0.55,,389.62,7.28,22
629.5,36.52,559.05,23.14,-15.38,-0.49,,389.5,6.12,22
629.6,36.32,559.06,23.2,-18.31,-0.24,,389.5,5.67,22
629.7,36.36,559.06,23,-16.13,-0.44,,389.49,5.22,22
629.8,36.02,559.06,23,-14.5,-0.79,,389.44,4.77,22
629.9,35.79,559.06,23.18,-15.31,-0.6,,389.4,4.43,22
630,35.61,559.07,23.18,-15.9,-0.2,,389.4,4.58,22
630.1,35.39,559.07,23.18,-14.5,-0.26,,389.4,4.68,22
630.2,35.28,559.07,23.33,-15,-0.43,,389.4,4.58,22
630.3,35.06,559.07,23.48,-15.31,-0.47,,389.4,4.49,22
630.4,34.96,559.07,23.85,-14.1,-0.45,,389.4,4.44,22
630.5,34.77,559.08,24.58,-14.91,-0.47,,389.38,4.17,22
630.6,34.63,559.08,24.58,-10.69,-0.33,,389.28,2.77,22
630.7,34.43,559.08,24.9,-11.41,-0.22,,389.2,1.65,22
630.8,34.24,559.08,25.03,-11.21,-0.35,,389.2,1.95,22
630.9,34.17,559.09,25.05,-10.78,-0.36,,389.19,2.08,22
631,33.95,559.09,25.03,-10.81,-0.29,,389.14,1.38,22
631.1,33.85,559.09,25.03,-10,-0.39,,389.1,0.82,22
631.2,33.64,559.09,25.18,-10.5,-0.33,,389.1,0.92,22
631.3,33.52,559.1,26.33,-10,-0.25,,389.08,0.7,22
631.4,33.42,559.1,27.08,-8.9,-0.21,,388.98,-1.1,22
631.5,33.26,559.1,26.9,-4.91,-0.09,,388.9,-2.53,22
631.6,33.12,559.1,26.75,-5.81,-0.18,,388.9,-2.13,22
631.7,32.95,559.11,26.75,-6.41,-0.19,,388.91,-1.74,22
631.8,32.9,559.11,26.58,-6.4,-0.13,,388.96,-1.39,22
631.9,32.79,559.11,26.55,-6.6,-0.12,,389,-1.08,22
632,32.65,559.11,26.4,-6.19,-0.11,,389,-0.98,22
632.1,32.52,559.11,26.28,-7.5,-0.15,,389.01,-0.84,22
632.2,32.4,559.12,23.55,-6.6,-0.23,,389.06,-0.49,22
632.3,32.23,559.12,10.39,-8.1,-0.44,,389.18,0.96,22
632.4,32.07,559.12,0,-14.19,-0.56,,389.68,7.86,22
632.5,31.91,559.12,0,-29.67,-0.71,,390.22,15.1,22
632.6,31.55,559.13,0,-49.49,-1.17,,390.92,24,22
632.7,31.02,559.13,0,-62.38,-1.37,,391.58,32.35,22
632.8,30.47,559.13,0,-75.28,-1.45,,392.08,38,22
632.9,29.76,559.13,0,-87,-1.6,,392.47,42.39,22
633,29.11,559.14,0,-84.6,-1.61,,392.32,40.54,22
633.1,28.5,559.14,0,-84,-1.66,,392.19,38.79,22
633.2,27.8,559.14,0,-83.4,-1.6,,392.14,37.54,22
633.3,27.15,559.14,0,-83.5,-1.6,,392.08,36.25,22
633.4,26.54,559.14,0.16,-84.5,-1.61,,391.98,34.75,22
633.5,25.86,559.15,3.52,-83.21,-1.56,,391.83,32.62,22
633.6,25.3,559.15,7.71,-75.11,-1.41,,391.43,27.37,22
633.7,24.76,559.15,8.61,-63.22,-1.2,,391.07,22.7,22
633.8,24.23,559.15,8.78,-55.8,-1.2,,390.92,20.9,22
633.9,23.73,559.16,9.1,-56.69,-1.28,,390.79,19.22,22
634,23.29,559.16,10.15,-58.1,-1.23,,390.74,18.17,22
634.1,22.76,559.16,10.48,-55.31,-1.1,,390.67,17.01,22
634.2,22.35,559.16,12.11,-52.4,-1.08,,390.52,15.26,22
634.3,21.9,559.17,14.55,-49.62,-0.97,,390.36,13.3,22
634.4,21.55,559.17,15.28,-40.71,-0.79,,390.11,10.35,22
634.5,21.18,559.17,15.75,-34.6,-0.78,,389.89,7.74,22
634.6,20.8,559.17,17.93,-35.7,-0.79,,389.84,6.79,22
634.7,20.54,559.18,18.5,-31.22,-0.68,,389.78,5.81,22
634.8,20.26,559.18,18.38,-25.4,-0.56,,389.68,4.71,22
634.9,19.91,559.18,18.38,-25.69,-0.51,,389.6,3.8,22
635,19.6,559.18,18.2,-27.9,-0.49,,389.6,3.8,22
635.1,19.44,559.18,18.17,-27.4,-0.7,,389.6,3.84,22
635.2,19.3,559.19,17.87,-28.7,-0.84,,389.6,4.09,22
635.3,18.82,559.19,17.45,-29.1,-0.8,,389.6,4.29,22
635.4,18.47,559.19,17.62,-30,-0.66,,389.6,4.24,22
635.5,18.31,559.19,17.6,-29.69,-0.52,,389.6,4.19,22
635.6,18.09,559.2,16.98,-28.5,-0.57,,389.6,4.14,22
635.7,17.68,559.2,17.1,-31.59,-0.64,,389.6,4.04,22
635.8,17.37,559.2,17.9,-32.6,-0.82,,389.6,3.69,22
635.9,17.18,559.2,18.58,-30.92,-0.78,,389.58,3.16,22
636,16.89,559.21,20.19,-27.4,-0.34,,389.48,1.71,22
636.1,16.84,559.21,27.43,-22.21,-0.28,,389.36,0.01,22
636.2,16.59,559.21,29.05,-15.61,-0.32,,389.11,-2.89,22
636.3,16.35,559.21,28.6,-1.29,-0.02,,388.89,-5.38,22
636.4,16.21,559.21,28.42,0,-0.22,,388.84,-5.83,22
636.5,16.21,559.22,25.99,0,-0.12,,388.83,-5.91,22
636.6,16.2,559.22,22.64,-3.59,-0.07,,388.98,-4.15,22
636.7,15.92,559.22,8.76,-11.09,-0.45,,389.12,-2.38,22
636.8,15.83,559.22,0,-14.29,-0.41,,389.22,-0.48,22
636.9,15.61,559.23,0,-24.38,-0.62,,389.35,1.68,22
637,15.31,559.23,0,-39.49,-0.88,,389.65,5.13,22
637.1,14.95,559.23,0,-51.98,-1.08,,389.93,8.35,22
637.2,14.48,559.23,0,-63.59,-1.35,,390.08,10.39,22
637.3,13.94,559.24,0,-76.48,-1.54,,390.21,12.07,22
637.4,13.26,559.24,0,-86.19,-1.67,,390.26,11.87,22
637.5,12.58,559.24,0,-86.11,-1.69,,390.28,11.5,22
637.6,11.97,559.24,0,-82.2,-1.65,,390.18,10.3,22
637.7,11.29,559.25,0,-83.69,-1.61,,390.08,9.14,22
637.8,10.66,559.25,0,-84.8,-1.57,,389.98,8.19,22
637.9,10.02,559.25,0,-83.6,-1.62,,389.89,7.22,22
638,9.38,559.25,0,-84,-1.64,,389.84,6.12,22
638.1,8.75,559.25,4.64,-83.29,-1.63,,389.77,4.9,22
638.2,8.13,559.26,17.62,-81.51,-1.54,,389.62,3.1,22
638.3,7.58,559.26,22.61,-69.82,-1.33,,389.47,1.33,22
638.4,7.09,559.26,23.98,-55.7,-1.12,,389.32,-0.27,22
638.5,6.68,559.26,24.43,-45.21,-0.94,,389.18,-1.82,22
638.6,6.35,559.27,25.41,-33.6,-0.72,,389.08,-3.12,22
638.7,6.05,559.27,27.55,-24.52,-0.49,,388.99,-4.35,22
638.8,5.85,559.27,29.79,-13.8,-0.32,,388.94,-5.25,22
638.9,5.71,559.27,32.5,-3.69,-0.18,,388.89,-6.08,22
639,5.63,559.28,32.63,1.5,-0.12,,388.84,-6.58,22
639.1,5.55,559.28,32.48,2.39,0.01,,388.77,-7.41,22
639.2,5.54,559.28,32.03,20.09,0.25,,388.57,-9.86,22
639.3,5.65,559.28,32.18,36,0.42,,388.38,-12.07,22
639.4,5.8,559.28,32.18,39.19,0.53,,388.28,-13.07,22
639.5,5.99,559.29,32.18,45.58,0.66,,388.19,-14.03,22
639.6,6.17,559.29,32.18,52,0.73,,388.14,-14.83,22
639.7,6.4,559.29,32.3,54,0.69,,388.09,-15.56,22
639.8,6.66,559.29,32.18,55.4,0.7,,388.04,-15.91,22
639.9,6.93,559.3,32.18,55.9,0.7,,388,-16.23,22
640,7.14,559.3,32.63,54.1,0.61,,388,-16.43,22
640.1,7.37,559.3,33.84,54.4,0.58,,387.99,-16.66,22
640.2,7.6,559.3,36.88,52.9,0.61,,387.94,-17.01,22
640.3,7.8,559.31,39.71,54.5,0.65,,387.86,-17.88,22
640.4,8.04,559.31,43.09,64.1,0.81,,387.61,-21.33,22
640.5,8.4,559.31,44.77,80.49,1.11,,387.34,-24.88,22
640.6,8.84,559.31,45,100.6,1.37,,386.99,-28.93,22
640.7,9.38,559.32,44.88,110.6,1.45,,386.68,-32.53,22
640.8,9.91,559.32,44.88,114.1,1.43,,386.58,-33.88,22
640.9,10.45,559.32,45.06,113.2,1.41,,386.47,-35.26,22
641,11.03,559.32,45.85,114.1,1.4,,386.32,-36.81,22
641.1,11.59,559.32,46.86,114.69,1.37,,386.16,-38.63,22
641.2,12.17,559.33,49.23,118.6,1.42,,385.91,-41.78,22
641.3,12.8,559.33,49.23,125.2,1.55,,385.67,-44.79,22
641.4,13.44,559.33,49.23,130.1,1.7,,385.47,-47.14,22
641.5,14.08,559.33,49.23,130.6,1.78,,385.27,-49.35,22
641.6,14.79,559.34,49.05,129,1.8,,385.12,-50.85,22
641.7,15.38,559.34,48.93,130.1,1.82,,384.97,-52.37,22
641.8,16.06,559.34,48.93,127,1.79,,384.82,-53.97,22
641.9,16.74,559.34,48.93,128.21,1.85,,384.67,-55.53,22
642,17.43,559.35,48.93,125.5,1.8,,384.52,-56.93,22
642.1,18.06,559.35,48.9,126,1.76,,384.39,-58.26,22
642.2,18.69,559.35,48.42,124.9,1.83,,384.34,-59.21,22
642.3,19.38,559.35,45.33,123,1.87,,384.32,-59.61,22
642.4,20,559.35,42.02,121.1,1.79,,384.42,-57.31,22
642.5,20.61,559.36,40.97,110.32,1.63,,384.57,-54.53,22
642.6,21.14,559.36,41.14,93.9,1.48,,384.97,-49.33,22
642.7,21.6,559.36,41.18,82.02,1.29,,385.33,-44.59,22
642.8,22.01,559.36,41.48,73.5,1.08,,385.53,-42.14,22
642.9,22.42,559.37,42.16,67.9,0.9,,385.71,-39.97,22
643,22.76,559.37,43.03,63.4,0.89,,385.76,-39.17,22
643.1,23.14,559.37,42.85,63.3,0.9,,385.8,-38.53,22
643.2,23.51,559.37,42.7,62,0.87,,385.8,-38.68,22
643.3,23.79,559.38,42.68,61.1,0.84,,385.8,-38.79,22
643.4,24.12,559.38,42.68,60,0.83,,385.8,-38.74,22
643.5,24.42,559.38,42.7,59.6,0.87,,385.81,-38.63,22
643.6,24.69,559.38,42.99,58.6,0.92,,385.86,-38.23,22
643.7,24.91,559.39,42.85,57.1,0.86,,385.89,-37.89,22
643.8,25.24,559.39,42.85,56,0.71,,385.84,-37.84,22
643.9,25.47,559.39,43.09,55.6,0.88,,385.8,-37.84,22
644,25.85,559.39,44.3,54,1.06,,385.8,-38.09,22
644.1,26.25,559.39,43.75,54.2,0.95,,385.77,-38.6,22
644.2,26.67,559.4,43.15,57.6,0.96,,385.62,-40.4,22
644.3,26.71,559.4,43.05,61,0.72,,385.52,-41.69,22
644.4,27.01,559.4,43.65,54.2,0.77,,385.62,-40.44,22
644.5,27.26,559.4,43.47,55,1.14,,385.7,-39.39,22
644.6,27.52,559.41,43.5,53.9,0.87,,385.7,-39.34,22
644.7,27.92,559.41,43.15,53.9,0.56,,385.7,-39.29,22
644.8,28.19,559.41,43.03,53.1,0.45,,385.7,-39.24,22
644.9,28.25,559.41,43.18,52.2,0.61,,385.71,-39.02,22
645,28.57,559.42,43.35,49.9,0.81,,385.76,-37.97,22
645.1,28.86,559.42,43.35,48.9,0.68,,385.81,-37.06,22
645.2,29.16,559.42,43.18,48.2,0.66,,385.86,-36.81,22
645.3,29.47,559.42,43.15,46.7,0.66,,385.9,-36.53,22
645.4,29.69,559.42,43.03,47,0.73,,385.9,-36.13,22
645.5,29.92,559.43,43.18,45.7,0.69,,385.9,-35.74,22
645.6,30.14,559.43,43.18,44.4,0.59,,385.9,-35.39,22
645.7,30.34,559.43,43.18,43.5,0.62,,385.91,-35.01,22
645.8,30.59,559.43,43.03,42.9,0.63,,385.96,-34.46,22
645.9,30.77,559.44,43.03,41.8,0.6,,386.01,-33.92,22
646,30.98,559.44,43.03,40.5,0.61,,386.06,-33.47,22
646.1,31.17,559.44,43.03,39,0.54,,386.1,-33.09,22
646.2,31.33,559.44,42.88,39.6,0.56,,386.1,-33.04,22
646.3,31.52,559.45,43.03,39,0.57,,386.1,-33.03,22
646.4,31.68,559.45,43.03,39,0.54,,386.1,-33.23,22
646.5,31.88,559.45,43.38,39.4,0.53,,386.08,-33.54,22
646.6,32.06,559.45,43.65,39.5,0.57,,385.98,-34.33,22
646.7,32.2,559.46,44.3,40.5,0.65,,385.89,-35.14,22
646.8,32.45,559.46,44.72,40.9,0.62,,385.84,-35.99,22
646.9,32.62,559.46,44.75,44.09,0.61,,385.78,-36.83,22
647,32.86,559.46,44.75,44.69,0.61,,385.68,-37.63,22
647.1,33.06,559.46,44.88,45.19,0.61,,385.59,-38.53,22
647.2,33.27,559.47,44.75,46.21,0.68,,385.54,-39.88,22
647.3,33.5,559.47,44.45,47.4,0.67,,385.48,-41.13,22
647.4,33.74,559.47,44.28,47.6,0.78,,385.38,-41.88,22
647.5,34.01,559.47,43.92,49,0.87,,385.3,-42.42,22
647.6,34.23,559.48,43.65,48,0.75,,385.3,-41.92,22
647.7,34.5,559.48,43.5,47,0.71,,385.31,-41.42,22
647.8,34.67,559.48,43.45,46.34,0.64,,385.36,-40.92,22
647.9,34.95,559.48,41.63,45.15,0.59,,385.44,-39.94,22
648,35.1,559.49,38.61,42.58,0.55,,385.69,-36.58,22
648.1,35.28,559.49,36.76,36.34,0.42,,385.96,-33.08,22
648.2,35.49,559.49,34.61,29.18,0.34,,386.31,-28.83,22
648.3,35.51,559.49,33.4,24.92,0.28,,386.64,-24.78,22
648.4,35.64,559.49,32.9,21.6,0.29,,386.89,-21.68,22
648.5,35.66,559.5,30.83,16.5,0.2,,387.13,-18.8,22
648.6,35.73,559.5,28.6,14.5,0.05,,387.28,-17,22
648.7,35.73,559.5,28.6,11.5,-0.02,,387.43,-15.16,22
648.8,35.77,559.5,28.58,9,-0.04,,387.58,-13.1,22
648.9,35.77,559.51,27.78,6.5,-0.07,,387.72,-11.14,22
649,35.77,559.51,27.35,5.76,-0.05,,387.82,-9.59,22
649.1,35.78,559.51,27.35,3.34,-0.03,,387.92,-8.12,22
649.2,35.7,559.51,27.53,2.34,-0.07,,388.02,-7.07,22
649.3,35.77,559.52,27.35,0.84,-0.04,,388.14,-5.69,22
649.4,35.7,559.52,27.35,-2.32,-0.11,,388.39,-2.69,22
649.5,35.6,559.52,27.5,-8.42,-0.25,,388.59,-0.43,22
649.6,35.55,559.52,27.35,-5,-0.26,,388.54,-1.78,22
649.7,35.47,559.53,26.88,-4.5,-0.21,,388.51,-2.74,22
649.8,35.37,559.53,26.75,-6.08,-0.24,,388.56,-1.79,22
649.9,35.36,559.53,26.72,-7.5,-0.29,,388.6,-1.02,22
650,35.32,559.53,26.53,-6.5,-0.22,,388.6,-1.12,22
650.1,35.16,559.53,25.01,-6.16,-0.28,,388.63,-0.86,22
650.2,35.11,559.54,24.58,-8.58,-0.37,,388.78,1.14,22
650.3,35.04,559.54,24.73,-12.16,-0.34,,388.9,2.7,22
650.4,34.96,559.54,24.73,-13.34,-0.31,,388.9,2.1,22
650.5,34.81,559.54,24.73,-10.58,-0.29,,388.9,1.62,22
650.6,34.67,559.55,24.75,-11.42,-0.35,,388.9,1.72,22
650.7,34.53,559.55,25.03,-10.66,-0.37,,388.89,1.68,22
650.8,34.5,559.55,25.2,-11.34,-0.29,,388.84,0.98,22
650.9,34.36,559.55,25.7,-9.92,-0.26,,388.79,0.29,22
651,34.24,559.56,26.43,-8.26,-0.25,,388.74,-0.36,22
651.1,34.2,559.56,26.58,-8.34,-0.22,,388.68,-1.09,22
651.2,34.11,559.56,27.87,-6.42,-0.18,,388.58,-2.24,22
651.3,34.05,559.56,29.12,-3.66,-0.14,,388.48,-3.47,22
651.4,34.02,559.56,30.95,-0.16,-0.13,,388.38,-5.07,22
651.5,33.97,559.57,31.57,0.84,-0.13,,388.29,-6.49,22
651.6,33.94,559.57,32.65,1.58,-0.11,,388.24,-7.04,22
651.7,33.89,559.57,32.95,1.58,-0.03,,388.18,-7.72,22
651.8,33.86,559.57,33.1,3.58,-0.01,,388.08,-9.02,22
651.9,33.86,559.58,33.1,4.92,-0.11,,388.01,-10.05,22
652,33.82,559.58,33.13,2.92,-0.09,,388.06,-9.75,22
652.1,33.82,559.58,33.55,3.58,0,,388.09,-9.57,22
652.2,33.86,559.58,34.35,4.5,0.01,,388.04,-9.97,22
652.3,33.88,559.59,35.94,5.42,0.02,,387.98,-10.49,22
652.4,33.88,559.59,36.68,7,-0.01,,387.88,-11.64,22
652.5,33.85,559.59,37.32,8.5,-0.03,,387.8,-12.63,22
652.6,33.88,559.59,37.58,9.08,0.12,,387.8,-12.78,22
652.7,33.91,559.6,37.43,8.5,0.07,,387.78,-13.09,22
652.8,33.96,559.6,37.43,11.16,-0.01,,387.68,-14.24,22
652.9,34.05,559.6,37.13,11.5,0.08,,387.6,-15.19,22
653,34.07,559.6,37.13,11.92,0.05,,387.6,-15.14,22
653.1,34.04,559.6,37.3,12.34,0.02,,387.6,-15.16,22
653.2,34.03,559.61,37.58,11.16,0.09,,387.6,-15.51,22
653.3,34.08,559.61,37.58,12.08,0.13,,387.6,-15.75,22
653.4,34.14,559.61,37.56,11.74,0.13,,387.6,-15.45,22
653.5,34.16,559.61,37.45,12.76,0.08,,387.6,-15.21,22
653.6,34.18,559.62,37.45,12,0.03,,387.6,-15.26,22
653.7,34.21,559.62,37.45,12,0.07,,387.6,-15.33,22
653.8,34.24,559.62,37.3,12,0.13,,387.6,-15.53,22
653.9,34.29,559.62,37.13,11.6,0.07,,387.6,-15.63,22
654,34.34,559.63,36.98,11,0.1,,387.6,-15.23,22
654.1,34.4,559.63,36.49,10.15,0.07,,387.61,-14.77,22
654.2,34.4,559.63,36.38,9.18,0.03,,387.66,-14.02,22
654.3,34.41,559.63,36.65,8.6,0.08,,387.7,-13.47,22
654.4,34.45,559.63,36.83,9.95,0.09,,387.7,-13.87,22
654.5,34.45,559.64,37.31,10.05,0.04,,387.69,-14.32,22
654.6,34.49,559.64,38.53,12.4,0.04,,387.64,-15.02,22
654.7,34.47,559.64,38.68,12.45,0.07,,387.58,-15.78,22
654.8,34.51,559.64,39,13.05,0.14,,387.48,-16.83,22
654.9,34.55,559.65,39.16,14.6,0.19,,387.39,-17.78,22
655,34.53,559.65,39.15,15.4,0.15,,387.34,-18.23,22
655.1,34.57,559.65,38.98,16,0.13,,387.31,-18.56,22
655.2,34.59,559.65,38.83,15.05,0.16,,387.36,-18.31,22
655.3,34.67,559.66,38.66,15.05,0.14,,387.4,-18.02,22
655.4,34.69,559.66,38.38,14.5,0.15,,387.4,-17.52,22
655.5,34.78,559.66,37.45,13.6,0.17,,387.41,-16.99,22
655.6,34.79,559.66,37.59,13.5,0.13,,387.46,-16.34,22
655.7,34.79,559.67,37.9,12.9,0.12,,387.5,-15.87,22
655.8,34.84,559.67,38.23,12.55,0.14,,387.5,-16.27,22
655.9,34.88,559.67,38.39,13.45,0.2,,387.49,-16.69,22
656,34.94,559.67,38.69,13.95,0.21,,387.44,-17.24,22
656.1,34.94,559.67,38.83,14.05,0.14,,387.39,-17.75,22
656.2,34.96,559.68,39.01,15,0.11,,387.34,-18.05,22
656.3,35.01,559.68,39.63,15.55,0.2,,387.29,-18.36,22
656.4,35.07,559.68,40.88,16,0.25,,387.24,-18.71,22
656.5,35.13,559.68,41.63,16.45,0.24,,387.19,-19.19,22
656.6,35.16,559.69,41.49,18.1,0.15,,387.14,-20.29,22
656.7,35.25,559.69,41.8,19.5,0.16,,387.09,-21.34,22
656.8,35.34,559.69,41.78,18.55,0.31,,387.04,-22.14,22
656.9,35.45,559.69,41.65,20.15,0.22,,386.98,-22.94,22
657,35.44,559.7,41.65,22.55,0.18,,386.88,-23.74,22
657.1,35.51,559.7,41.76,22.2,0.26,,386.8,-24.44,22
657.2,35.57,559.7,41.66,24.36,0.35,,386.8,-24.69,22
657.3,35.63,559.7,41.93,24,0.34,,386.79,-25.04,22
657.4,35.75,559.7,42.1,24.45,0.29,,386.74,-25.84,22
657.5,35.87,559.71,42.1,25.55,0.22,,386.68,-26.64,22
657.6,36.01,559.71,42.71,26.5,0.29,,386.58,-27.44,22
657.7,36.11,559.71,42.71,28,0.43,,386.48,-28.28,22
657.8,36.26,559.71,42.85,28.55,0.44,,386.38,-29.33,22
657.9,36.35,559.72,42.85,29.6,0.37,,386.29,-30.3,22
658,36.47,559.72,42.7,30.55,0.36,,386.24,-30.9,22
658.1,36.64,559.72,42.56,31.55,0.39,,386.21,-31.29,22
658.2,36.79,559.72,42.1,31.45,0.31,,386.26,-30.64,22
658.3,36.88,559.73,41.28,30,0.32,,386.32,-29.82,22
658.4,36.96,559.73,40.4,29.5,0.38,,386.42,-28.17,22
658.5,37.07,559.73,40.55,25.95,0.38,,386.51,-26.67,22
658.6,37.19,559.73,40.41,25,0.37,,386.56,-25.92,22
658.7,37.27,559.74,40.85,23.97,0.33,,386.62,-25.19,22
658.8,37.4,559.74,40.85,22.53,0.33,,386.72,-24.54,22
658.9,37.43,559.74,40.68,22,0.26,,386.81,-23.87,22
659,37.55,559.74,40.55,21,0.17,,386.86,-23.12,22
659.1,37.57,559.74,40.55,20,0.22,,386.91,-22.32,22
659.2,37.58,559.75,40.68,19.56,0.24,,386.96,-21.27,22
659.3,37.68,559.75,40.85,17.49,0.19,,387,-20.44,22
659.4,37.76,559.75,40.68,17.51,0.14,,387,-20.69,22
659.5,37.82,559.75,41,18,0.19,,386.99,-20.97,22
659.6,37.87,559.76,41.18,18.01,0.1,,386.94,-21.37,22
659.7,37.86,559.76,41.65,19,0.11,,386.89,-21.81,22
659.8,37.95,559.76,42.85,19.01,0.26,,386.84,-22.46,22
659.9,38.05,559.76,43.18,20.49,0.2,,386.78,-23.27,22
660,38.1,559.77,43.5,21.01,0.22,,386.68,-24.87,22
660.1,38.15,559.77,43.65,24.49,0.03,,386.59,-26.35,22
660.2,38.32,559.77,47.05,24.49,0.2,,386.54,-27.25,22
660.3,38.54,559.77,47.85,25.51,0.17,,386.37,-29.57,22
660.4,38.63,559.77,47.05,37.09,-0.03,,385.62,-38.87,22
660.5,38.83,559.78,47.05,46.04,0.59,,385,-46.62,22
660.6,39.01,559.78,46.88,46.49,0.68,,385,-46.72,22
660.7,39.33,559.78,46.88,46.53,0.8,,384.96,-47.2,22
660.8,39.55,559.78,46.88,51.01,0.87,,384.71,-49.55,22
660.9,39.81,559.79,46.75,53,0.83,,384.49,-51.62,22
661,40.09,559.79,46.75,52,0.83,,384.44,-52.32,22
661.1,40.38,559.79,46.75,54,0.84,,384.38,-53.08,22
661.2,40.65,559.79,46.28,53.51,0.85,,384.28,-54.13,22
661.3,40.92,559.8,45.5,55.99,0.86,,384.22,-54.71,22
661.4,41.11,559.8,43.95,54.49,0.79,,384.32,-53.01,22
661.5,41.36,559.8,41.47,51.99,0.74,,384.48,-50.57,22
661.6,41.57,559.8,39.6,45.99,0.64,,384.93,-44.52,22
661.7,41.71,559.81,38.37,38.97,0.47,,385.37,-38.68,22
661.8,41.83,559.81,37.75,30.99,0.33,,385.77,-33.83,22
661.9,41.95,559.81,37.13,26.5,0.21,,386.13,-29.34,22
662,42.01,559.81,37.3,23.49,0.25,,386.33,-26.64,22
662.1,42.05,559.81,37.3,20.01,0.25,,386.52,-24.15,22
662.2,42.09,559.82,37.45,18.52,0.21,,386.62,-22.65,22
662.3,42.13,559.82,37.45,16.99,0.15,,386.71,-21.32,22
662.4,42.17,559.82,37.3,16.5,0.09,,386.76,-20.82,22
662.5,42.14,559.82,37.45,15.5,0.11,,386.82,-20.23,22
662.6,42.18,559.83,37.45,14.5,0.14,,386.92,-19.23,22
662.7,42.11,559.83,37.45,13.5,0.2,,387.02,-18.2,22
662.8,42.08,559.83,37.45,12.99,0.11,,387.12,-17.06,22
662.9,42.2,559.83,38.23,11.49,0.07,,387.18,-16.41,22
663,42.31,559.84,38.37,9.49,0.09,,387.08,-18.26,22
663.1,42.07,559.84,37.75,14.01,-0.11,,387.02,-19.5,22
663.2,41.98,559.84,37.9,10.49,0,,387.12,-17.75,22
663.3,41.99,559.84,38.07,10.51,0.24,,387.2,-16.29,22
663.4,42.13,559.84,37.75,10.5,0.16,,387.2,-16.24,22
663.5,42.1,559.85,37.9,10.51,0.09,,387.21,-16.17,22
663.6,42.03,559.85,37.75,10.99,0.07,,387.26,-16.02,22
663.7,42.06,559.85,37.9,10.5,0.18,,387.3,-15.92,22
663.8,42.07,559.85,37.75,10.02,0.31,,387.3,-16.02,22
663.9,42.09,559.86,37.58,10.99,0.17,,387.3,-16.09,22
664,42.06,559.86,37.58,9.99,0.01,,387.3,-16.04,22
664.1,42.04,559.86,37.45,10.5,-0.01,,387.31,-15.89,22
